time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-02-16T09:24:20.700Z,34.3026667,-116.8633333,3.14,3.85,mw,115,37,0.05411,0.16,ci,ci37524376,2016-02-16T23:13:54.101Z,"5km NNW of Big Bear City, California",earthquake,0.1,0.35,,6,reviewed,ci,ci
